Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
trauma and memory: brain and body in a search for the living past: a practical guide for understanding and working with traumatic memory,peter a. levine phd,4.7,149.0,1505.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,trauma and memory brain and body in a search for the living past a practical guide for understanding and working with traumatic memory,english,not available,949.0,949.0
travels with my aunt,graham greene,4.3,285.0,702.0,travels with my auntbygraham greene-genre:rownone,0,#949 not available,travels with my aunt,english,not available,949.0,949.0
treasure hunters,james patterson,4.6,504.0,615.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,treasure hunters,english,not available,949.0,949.0
treasure island,robert louis stevenson,4.3,3193.0,32.0,treasure islandbyrobert louis stevenson-genre:rownone,0,#949 not available,treasure island,english,not available,949.0,949.0
"treasure of the gold dragon: dragon masters, book 12",tracey west,4.9,400.0,164.0,"treasure of the gold dragon dragon masters, book 12bytracey west-genre:rownone",0,#949 not available,"treasure of the gold dragon dragon masters, book 12",english,not available,949.0,949.0
"tree house mystery: the boxcar children mysteries, book 14",gertrude chandler warner,4.7,7.0,301.0,"the alden children are helping their neighbors build a tree house. from the tree house, the children discover they can see into the attic of the house next door...and they notice a window that not even their neighbors know about! does the old house have a secret?",0,#949 not available,"tree house mystery the boxcar children mysteries, book 14",english,not available,949.0,949.0
tribe of mentors: short life advice from the best in the world,tim ferriss,4.5,1309.0,1338.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tribe of mentors short life advice from the best in the world,english,not available,949.0,949.0
triggers: creating behavior that lasts - becoming the person you want to be,marshall goldsmith,4.5,383.0,879.0,"in business, the right behaviors matter. but getting it right is tricky. even when we acknowledge the need to change what we do and how we do it, life has a habit of getting in the way, upsetting even the best-laid plans. and just how do we manage those situations that can provoke even the most rational among us into behaving in ways we would rather forget?",396,",#3,854 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#49 in business decision making & problem solving,#102 in investing & trading,#113 in personal finance",triggers creating behavior that lasts - becoming the person you want to be,english,"audible audiobooks & originals,business decision making & problem solving,investing & trading,personal finance","[854, 49, 102, 113]",49.0
trinity,leon uris,4.5,274.0,1005.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,trinity,english,not available,949.0,949.0
"tripwire: jack reacher, book 3",lee child,4.5,5833.0,1093.0,brought to you by penguin.,946,",#938 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#15 in crime thrillers,#19 in suspense,#30 in mysteries","tripwire jack reacher, book 3",english,"audible audiobooks & originals,crime thrillers,suspense,mysteries","[938, 15, 19, 30]",15.0
trixie and katyas guide to modern womanhood,trixie mattel,4.8,205.0,888.0,trixie and katyas guide to modern womanhoodbytrixie mattel-genre:rownone,0,#949 not available,trixie and katyas guide to modern womanhood,english,not available,949.0,949.0
trollhunters,guillermo del toro,4.5,176.0,797.0,trollhuntersbyguillermo del toro-genre:rownone,0,#949 not available,trollhunters,english,not available,949.0,949.0
trouble in mind,jeffery deaver,4.3,116.0,990.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,trouble in mind,english,not available,949.0,949.0
true colours: my life,adam gilchrist,4.5,32.0,1171.0,true colours my lifebyadam gilchrist-genre:rownone,0,#949 not available,true colours my life,english,not available,949.0,949.0
true love: a practice for awakening the heart,thich nhat hanh,4.8,577.0,377.0,"love might not be what we think it is. we all seek the happiness that comes from loving and being loved, yet we often find ourselves dissatisfied in our relationships and unable to grasp the cause. thich nhat hanh here shows the way to overcome our recurrent obstacles to love - by learning to be mindful, open, and present with ourselves and others. as he explains, training is needed in order to love properly; and to be able to give happiness and joy, you must practice deep looking directed toward the person you love. because if you do not understand this person, you cannot love properly. understanding is the essence of love.",88,",#2,373 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in tibetan buddhism,#10 in zen buddhism,#15 in buddhist philosophy & practice",true love a practice for awakening the heart,english,"audible audiobooks & originals,tibetan buddhism,zen buddhism,buddhist philosophy & practice","[373, 5, 10, 15]",5.0
trump: the art of the deal,donald j. trump,4.6,4893.0,1005.0,president-elect donald j. trump lays out his professional and personal worldview in this classic work—a firsthand account of the rise of americas foremost deal-maker.,599,",#3,631 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#11 in negotiating,#34 in biographies of celebrities & entertainment professionals,#53 in biographies of business leaders",trump the art of the deal,english,"audible audiobooks & originals,negotiating,biographies of celebrities & entertainment professionals,biographies of business leaders","[631, 11, 34, 53]",11.0
"trunk music: harry bosch series, book 5",michael connelly,4.7,2000.0,913.0,"but the lapds organized crime unit is curiously uninterested, and when harry follows a trail of gambling debts to las vegas, the case suddenly becomes more complex - and much more personal. a rekindled romance with an old girlfriend opens new perspectives on the murder, and he begins to glimpse a shocking triangle of corruption and collusion. yanked off the case, harry himself is soon the one being investigated. but only a bullet can stop harry when hes searching for the truth.",761,",#4,680 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#11 in legal thrillers,#19 in police procedural mysteries,#74 in crime thrillers","trunk music harry bosch series, book 5",english,"audible audiobooks & originals,legal thrillers,police procedural mysteries,crime thrillers","[680, 11, 19, 74]",11.0
"trust no one: the 39 clues: cahills vs. vespers, book 5",linda sue park,4.7,145.0,586.0,"a surprising twist brings amy and dan back to new england for their first mission on u.s. soil since the beginning of the clue hunt. but being close to home is anything but a comfort. the siblings have learned that theres a mole in the cahill organization.... and the traitor is one of their closest confidantes. however, this betrayal is overshadowed when amy and dan make an even more devastating discovery: the truth about the vespers real plan. burdened with this terrifying information, amy and dan are forced to ask an impossible question: is it more important to save the hostages...or stop the vespers?",281,",#3,390 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in ancient historical fiction for children,#8 in historical action & adventure for children,#9 in fiction on siblings for children","trust no one the 39 clues cahills vs. vespers, book 5",english,"audible audiobooks & originals,ancient historical fiction for children,historical action & adventure for children,fiction on siblings for children","[390, 1, 8, 9]",1.0
